Company,Day,Subject,Content
Jumio,Day 7,Don't mess up on-boarding,"Hi first_name,
How do businesses find that sweet spot where they¡¯re able to let the legitimate customers in while keeping the fraudulent ones out? Prioritizing fraud detection adds incremental friction to attain higher levels of identity assurance. Too much friction and conversion rates drop off and you¡¯re left with disenfranchised prospects.
Focusing on conversions often means reducing the friction during the account creation process. But, this translates to lower levels of assurance and fraud detection, which means more bad actors access (and pollute) your organization¡¯s ecosystem.
If you¡¯re looking for a few best practices on how to walk this fine line, let¡¯s chat.
Regards,
John Doe
Sales Development Representative
Mob: +44 555 666 555"
Jumio,Day 11,15 minutes?,"Hi first_name,
I know I¡¯ve been hounding you a bit over the last few weeks but, there¡¯s a good reason for my persistence. I genuinely believe that our capabilities fit your needs for online identity verification and ongoing user authentication.
We help organizations just like yours onboard new customers faster, defend against online fraud, and protect your growing online ecosystem.
Are you free this week for a quick sync?
Do you have time to meet later this week for a quick sync?
Thanks,
John Doe
Sales Development Representative
Mob: +44 555 666 555"
Jumio,Day 14,Questioning your beliefs?,"Hi first_name,
Sometimes, the old ways of doing things just doesn¡¯t cut it.
That¡¯s especially true in the world of online identity verification -- thanks to near-daily data breaches, the rise of the Dark Web, and some pretty sophisticated hackers. You really need to know who you¡¯re onboarding and who is actually logging into their accounts.
That¡¯s why I want to encourage you to give our solution a quick try via either iOS or Android. Our identity verification solutions integrate natively into virtually any platform (web, mobile web, native iOS/Android).
It would be great to get your feedback and explore further if you like what you see.
Regards,
John Doe
Sales Development Representative
Mob: +44 555 666 555"
Jumio,Day 18,Just checking in,"Hi first_name,
Our online identity verification solutions provide the checks and balances necessary to increase conversions and reduce abandonment rates while protecting your organization¡¯s ecosystem.
We¡¯ve baked a ton of technologies and innovation into our award-winning solutions, including AI, OCR, computer vision, and biometrics to deliver a solution that is fast, simple, and very, very accurate.
And that¡¯s why I want you to test out our solutions firsthand via iOS or Android app stores. I will step into the background while you battle-test our solution and run it through its paces.
Go on, give it a try.
I would love to get some feedback later this week, if you¡¯re free...
John Doe
Sales Development Representative
Mob: +44 555 666 555"
Clearbit,Day 0,first_name - Drive growth at company_name,"Hi first_name,
If you're like most modern B2B businesses, you're always looking for ways to leverage data in your sales and marketing operations. Connect is a great start, but it¡¯s not scalable.
Enrichment automatically appends best-in-class data to your workflows, leads, and accounts. With native integrations for both Salesforce and Marketo, you'll never worry about stale data or incomplete records again. Learn how Segment saves 15 person-hours per week with Clearbit.
Reveal identifies anonymous site visitors, unlocking your marketing team's ability to convert leads fasters with dynamic chat, sales alerting, cost-effective retargeting campaigns, and website personalization. Learn how Tealium improves conversion with Reveal.
Is finding a better data solution a top priority for you and the team at Amplemarket?
Best,
John Doe
Clearbit | Sales
90 Sheridan St, San Francisco, CA 94103
johndoe@clearbit.com"
Clearbit,Day 9,Re: first_name - Drive growth at company_name,"Hi first_name,
Just following up to see if my last email piqued your interest?
I'd love to share several suggestions for how your company can leverage Clearbit Reveal to improve site conversion, save on retargeting campaigns, and identify new high-value customers.
Is there a day/time that works for you later this week to connect and discuss a few ideas for how we can be helpful?
Thanks and have a great day!
Best,
John Doe
Clearbit | Sales
90 Sheridan St, San Francisco, CA 94103
johndoe@clearbit.com"
Clearbit,Day 9,first_name - Drive growth at company_name,"Hi first_name,
If you're like most modern B2B businesses, you're always looking for ways to leverage data in your sales and marketing operations. Connect is a great start, but it¡¯s not scalable.
Enrichment automatically appends best-in-class data to your workflows, leads, and accounts. With native integrations for both Salesforce and Marketo, you'll never worry about stale data or incomplete records again. Learn how Segment saves 15 person-hours per week with Clearbit.
Reveal identifies anonymous site visitors, unlocking your marketing team's ability to convert leads fasters with dynamic chat, sales alerting, cost-effective retargeting campaigns, and website personalization. Learn how Tealium improves conversion with Reveal.
Is finding a better data solution a top priority for you and the team at company_name?
Best,
John Doe
Clearbit | Sales
90 Sheridan St, San Francisco, CA 94103
johndoe@clearbit.com"
Rippling,Day 0,company_name quick question,"Hey first_name,
Curious if company_name has to manage a bunch of separate employee systems?
We can consolidate all of your existing systems (payroll, benefits, HR, IT, operations, etc.) into one, online platform called Rippling.
Imagine if you could hire someone and update all those systems instantly, in just a few clicks. Then, when you offboard an employee, click a button and instantly remove them from payroll and benefits, turn off their email, disable their user account across every 3rd party app, and even suspend their computer.
Could this be useful to your team? If so, any interest in seeing a quick demo?
Thanks!,
John
P.S. first_name - If there¡¯s no interest, please lmk. I don¡¯t want to be a nuisance. :)
--
John Doe
Account Executive
rippling.com"
Rippling,Day 4,Re: company_name quick question,"Hey first_name, let me know if you (or someone on your team¡¦) would like to connect this week re: email below.
John
John Doe
Account Executive
rippling.com"
Rippling,Day 7,Re: company_name quick question,"I¡¯m not sure if this changes anything, but if we could automate >90% of the work it takes to manage your people ? administering payroll and benefits, handling their computers, creating / disabling their user accounts in every system you use, etc. ? would you give me 20 minutes to show you how? :)
Here¡¯s a Rippling Overview for company_name, if you¡¯d like a sneak peek (http://go.rippling.com/rs/345-FHM-674/images/ds-rippling-platform-overview.pdf).
Let me know if you think this could be helpful. Otherwise, this will be my last follow up, out of respect for your inbox.
John
P.S. If you¡¯re happy with your current payroll / HR systems, that¡¯s OK. You can still use Rippling alongside them to automate the rest of your people ops work Gusto, ADP, Paychex, etc. can¡¯t help with.
John Doe
Account Executive
rippling.com"
